lemma	homonym	new_para	origin
australialanen	1	ADJ_AAKKOSELLINEN	aok
australialanen	2	NOUN_AAKKOSTAMINEN	aok
australialanen	3	NOUN_AAKKOSTAMINEN	aok
australialanen	4	NOUN_AAKKOSTAMINEN	aok
austroaasialanen	1	NOUN_AAKKOSTAMINEN	aok
austronesialanen	1	ADJ_AAKKOSELLINEN	aok
austronesialanen	2	NOUN_AAKKOSTAMINEN	aok
auterenen	1	ADJ_AAKKOSELLINEN	aok
automaattivetonen	1	ADJ_AAKKOSELLINEN	aok
auttavanen	1	ADJ_AAKKOSELLINEN	aok
auvonen	1	ADJ_AAKKOSELLINEN	aok
avajanen	1	NOUN_AAKKOSTAMINEN	aok
avannemanen	1	ADJ_AAKKOSELLINEN	aok
avarakatsenen	1	ADJ_AAKKOSELLINEN	aok
avestalanen	1	ADJ_AAKKOSELLINEN	aok
-avionen	1	ADJ_AAKKOSELLINEN	aok
avoerittenen	1	ADJ_KYLMÄJÄRKINEN	aok
avojalkanen	1	ADJ_AAKKOSELLINEN	aok
avokatsenen	1	ADJ_AAKKOSELLINEN	aok
avokaulanen	1	ADJ_AAKKOSELLINEN	aok
avokennonen	1	ADJ_AAKKOSELLINEN	aok
avolavanen	1	ADJ_AAKKOSELLINEN	aok
avonanen	1	ADJ_AAKKOSELLINEN	aok
avopänen	1	ADJ_KYLMÄJÄRKINEN	aok
avorakentenen	1	ADJ_AAKKOSELLINEN	aok
avoselkänen	1	ADJ_KYLMÄJÄRKINEN	aok
-avustenen	1	ADJ_AAKKOSELLINEN	aok
avustenen	1	ADJ_AAKKOSELLINEN	aok
azerbaidžanilanen	1	ADJ_AAKKOSELLINEN	aok
azerbaidžanilanen	2	NOUN_AAKKOSTAMINEN	aok
azerbaidžanilanen	3	NOUN_AAKKOSTAMINEN	aok
azerbaidžanilanen	4	NOUN_AAKKOSTAMINEN	aok
azerbaidzhanilanen	1	NOUN_AAKKOSTAMINEN	aok
baariapulanen	1	NOUN_AAKKOSTAMINEN	aok
babylonialanen	1	ADJ_AAKKOSELLINEN	aok
bahamalanen	1	ADJ_AAKKOSELLINEN	aok
bahamalanen	2	NOUN_AAKKOSTAMINEN	aok
bahamalanen	3	NOUN_AAKKOSTAMINEN	aok
bahamalanen	4	NOUN_AAKKOSTAMINEN	aok
bahrainilanen	1	ADJ_AAKKOSELLINEN	aok
bahrainilanen	2	NOUN_AAKKOSTAMINEN	aok
bahrainilanen	3	NOUN_AAKKOSTAMINEN	aok
bahrainilanen	4	NOUN_AAKKOSTAMINEN	aok
baijerilanen	1	ADJ_AAKKOSELLINEN	aok
baijerilanen	2	NOUN_AAKKOSTAMINEN	aok
bajanpyöriänen	1	NOUN_KYLKIÄINEN	aok
balkanilanen	1	NOUN_AAKKOSTAMINEN	aok
balttilanen	1	ADJ_AAKKOSELLINEN	aok
bangladeshilanen	1	ADJ_AAKKOSELLINEN	aok
bangladeshilanen	2	NOUN_AAKKOSTAMINEN	aok
bangladeshilanen	3	NOUN_AAKKOSTAMINEN	aok
bangladeshilanen	4	NOUN_AAKKOSTAMINEN	aok
bangladeshilänen	1	ADJ_KYLMÄJÄRKINEN	aok
bangladeshilänen	2	NOUN_KYLKIÄINEN	aok
barbaarimanen	1	ADJ_AAKKOSELLINEN	aok
barbadoslanen	1	ADJ_AAKKOSELLINEN	aok
barbadoslanen	2	NOUN_AAKKOSTAMINEN	aok
barbadoslanen	3	NOUN_AAKKOSTAMINEN	aok
barbadoslanen	4	NOUN_AAKKOSTAMINEN	aok
baskilanen	1	ADJ_AAKKOSELLINEN	aok
bayesilanen	1	ADJ_AAKKOSELLINEN	aok
belgialanen	1	ADJ_AAKKOSELLINEN	aok
belgialanen	2	NOUN_AAKKOSTAMINEN	aok
belgialanen	3	NOUN_AAKKOSTAMINEN	aok
belgialanen	4	NOUN_AAKKOSTAMINEN	aok
belizelänen	1	ADJ_KYLMÄJÄRKINEN	aok
belizelänen	2	NOUN_KYLKIÄINEN	aok
belizelänen	3	NOUN_KYLKIÄINEN	aok
belizelänen	4	NOUN_KYLKIÄINEN	aok
benediktiinilänen	1	NOUN_KYLKIÄINEN	aok
bengalilanen	1	ADJ_AAKKOSELLINEN	aok
bengalilanen	2	NOUN_AAKKOSTAMINEN	aok
beninilänen	1	ADJ_KYLMÄJÄRKINEN	aok
beninilänen	2	NOUN_KYLKIÄINEN	aok
beninilänen	3	NOUN_KYLKIÄINEN	aok
beninilänen	4	NOUN_KYLKIÄINEN	aok
bensiinikäyttönen	1	ADJ_KYLMÄJÄRKINEN	aok
bentseenirakentenen	1	ADJ_AAKKOSELLINEN	aok
berliinilänen	1	ADJ_KYLMÄJÄRKINEN	aok
berliinilänen	2	NOUN_KYLKIÄINEN	aok
bermudalanen	1	ADJ_AAKKOSELLINEN	aok
bermudalanen	2	NOUN_AAKKOSTAMINEN	aok
bermudalanen	3	NOUN_AAKKOSTAMINEN	aok
bermudalanen	4	NOUN_AAKKOSTAMINEN	aok
bernhardilanen	1	ADJ_AAKKOSELLINEN	aok
bhutanilanen	1	ADJ_AAKKOSELLINEN	aok
bhutanilanen	2	NOUN_AAKKOSTAMINEN	aok
bhutanilanen	3	NOUN_AAKKOSTAMINEN	aok
bhutanilanen	4	NOUN_AAKKOSTAMINEN	aok
bi-nanen	1	NOUN_AAKKOSTAMINEN	aok
biosähkönen	1	ADJ_KYLMÄJÄRKINEN	aok
birgittalanen	1	NOUN_AAKKOSTAMINEN	aok
birminghamilanen	1	NOUN_AAKKOSTAMINEN	aok
bitumipitonen	1	ADJ_AAKKOSELLINEN	aok
boiotialanen	1	ADJ_AAKKOSELLINEN	aok
bolivialanen	1	ADJ_AAKKOSELLINEN	aok
bolivialanen	2	NOUN_AAKKOSTAMINEN	aok
bolivialanen	3	NOUN_AAKKOSTAMINEN	aok
bolivialanen	4	NOUN_AAKKOSTAMINEN	aok
borneolanen	1	NOUN_AAKKOSTAMINEN	aok
bosniahertsegovinalanen	1	ADJ_AAKKOSELLINEN	aok
bosniahertsegovinalanen	2	NOUN_AAKKOSTAMINEN	aok
bosniahertsegovinalanen	3	NOUN_AAKKOSTAMINEN	aok
bosniahertsegovinalanen	4	NOUN_AAKKOSTAMINEN	aok
bosnialanen	1	ADJ_AAKKOSELLINEN	aok
bostonilanen	1	NOUN_AAKKOSTAMINEN	aok
botswanalanen	1	ADJ_AAKKOSELLINEN	aok
botswanalanen	2	NOUN_AAKKOSTAMINEN	aok
botswanalanen	3	NOUN_AAKKOSTAMINEN	aok
botswanalanen	4	NOUN_AAKKOSTAMINEN	aok
bouvet’nsaarelanen	1	ADJ_AAKKOSELLINEN	aok
bouvet’nsaarelanen	2	NOUN_AAKKOSTAMINEN	aok
bouvet’nsaarelanen	3	NOUN_AAKKOSTAMINEN	aok
bouvet’nsaarelanen	4	NOUN_AAKKOSTAMINEN	aok
brahmalanen	1	ADJ_AAKKOSELLINEN	aok
brandyleivonnanen	1	NOUN_AAKKOSTAMINEN	aok
brasilialanen	1	ADJ_AAKKOSELLINEN	aok
brasilialanen	2	NOUN_AAKKOSTAMINEN	aok
brasilialanen	3	NOUN_AAKKOSTAMINEN	aok
brasilialanen	4	NOUN_AAKKOSTAMINEN	aok
brazzavillenkongolanen	1	ADJ_AAKKOSELLINEN	aok
brazzavillenkongolanen	2	NOUN_AAKKOSTAMINEN	aok
brazzavillenkongolanen	3	NOUN_AAKKOSTAMINEN	aok
brazzavillenkongolanen	4	NOUN_AAKKOSTAMINEN	aok
brežnevilänen	1	ADJ_KYLMÄJÄRKINEN	aok
britannialanen	1	ADJ_AAKKOSELLINEN	aok
britannialanen	2	NOUN_AAKKOSTAMINEN	aok
britannialanen	3	NOUN_AAKKOSTAMINEN	aok
britannialanen	4	NOUN_AAKKOSTAMINEN	aok
brittilänen	1	ADJ_KYLMÄJÄRKINEN	aok
brittilänen	2	NOUN_KYLKIÄINEN	aok
brittilänen	3	NOUN_KYLKIÄINEN	aok
brittilänen	4	NOUN_KYLKIÄINEN	aok
bruneilanen	1	ADJ_AAKKOSELLINEN	aok
bruneilanen	2	NOUN_AAKKOSTAMINEN	aok
bruneilanen	3	NOUN_AAKKOSTAMINEN	aok
bruneilanen	4	NOUN_AAKKOSTAMINEN	aok
brändölänen	1	ADJ_KYLMÄJÄRKINEN	aok
brändölänen	2	NOUN_KYLKIÄINEN	aok
buddhalanen	1	ADJ_AAKKOSELLINEN	aok
buddhalanen	2	NOUN_AAKKOSTAMINEN	aok
bulgarialanen	1	ADJ_AAKKOSELLINEN	aok
bulgarialanen	2	NOUN_AAKKOSTAMINEN	aok
bulgarialanen	3	NOUN_AAKKOSTAMINEN	aok
bulgarialanen	4	NOUN_AAKKOSTAMINEN	aok
bulldoggimuurahanen	1	NOUN_AAKKOSTAMINEN	aok
burgundinpunanen	1	NOUN_AAKKOSTAMINEN	aok
burkinalanen	1	ADJ_AAKKOSELLINEN	aok
burkinalanen	2	NOUN_AAKKOSTAMINEN	aok
burkinalanen	3	NOUN_AAKKOSTAMINEN	aok
burkinalanen	4	NOUN_AAKKOSTAMINEN	aok
burmalanen	1	ADJ_AAKKOSELLINEN	aok
burmalanen	2	NOUN_AAKKOSTAMINEN	aok
burmalanen	3	NOUN_AAKKOSTAMINEN	aok
burmalanen	4	NOUN_AAKKOSTAMINEN	aok
burundilanen	1	ADJ_AAKKOSELLINEN	aok
burundilanen	2	NOUN_AAKKOSTAMINEN	aok
burundilanen	3	NOUN_AAKKOSTAMINEN	aok
burundilanen	4	NOUN_AAKKOSTAMINEN	aok
buurilanen	1	ADJ_AAKKOSELLINEN	aok
bysanttilanen	1	ADJ_AAKKOSELLINEN	aok
böömilänen	1	ADJ_KYLMÄJÄRKINEN	aok
böömilänen	2	NOUN_KYLKIÄINEN	aok
cambridgelänen	1	NOUN_KYLKIÄINEN	aok
caymansaarelanen	1	ADJ_AAKKOSELLINEN	aok
caymansaarelanen	2	NOUN_AAKKOSTAMINEN	aok
caymansaarelanen	3	NOUN_AAKKOSTAMINEN	aok
caymansaarelanen	4	NOUN_AAKKOSTAMINEN	aok
ceylonilanen	1	ADJ_AAKKOSELLINEN	aok
chilelänen	1	ADJ_KYLMÄJÄRKINEN	aok
chilelänen	2	NOUN_KYLKIÄINEN	aok
chilelänen	3	NOUN_KYLKIÄINEN	aok
chilelänen	4	NOUN_KYLKIÄINEN	aok
coloradolanen	1	NOUN_AAKKOSTAMINEN	aok
connecticutilanen	1	NOUN_AAKKOSTAMINEN	aok
cookinsaarelanen	1	ADJ_AAKKOSELLINEN	aok
cookinsaarelanen	2	NOUN_AAKKOSTAMINEN	aok
cookinsaarelanen	3	NOUN_AAKKOSTAMINEN	aok
cookinsaarelanen	4	NOUN_AAKKOSTAMINEN	aok
cornwallilanen	1	NOUN_AAKKOSTAMINEN	aok
costaricalanen	1	ADJ_AAKKOSELLINEN	aok
costaricalanen	2	NOUN_AAKKOSTAMINEN	aok
costaricalanen	3	NOUN_AAKKOSTAMINEN	aok
costaricalanen	4	NOUN_AAKKOSTAMINEN	aok
curaçaolanen	1	ADJ_AAKKOSELLINEN	aok
curaçaolanen	2	NOUN_AAKKOSTAMINEN	aok
curaçaolanen	3	NOUN_AAKKOSTAMINEN	aok
curaçaolanen	4	NOUN_AAKKOSTAMINEN	aok
damaskolanen	1	ADJ_AAKKOSELLINEN	aok
dardanialanen	1	NOUN_AAKKOSTAMINEN	aok
darwinilanen	1	ADJ_AAKKOSELLINEN	aok
defibrillointikestonen	1	ADJ_AAKKOSELLINEN	aok
delawarelanen	1	NOUN_AAKKOSTAMINEN	aok
delfoilanen	1	ADJ_AAKKOSELLINEN	aok
dickensilänen	1	ADJ_KYLMÄJÄRKINEN	aok
djiboutilanen	1	ADJ_AAKKOSELLINEN	aok
djiboutilanen	2	NOUN_AAKKOSTAMINEN	aok
djiboutilanen	3	NOUN_AAKKOSTAMINEN	aok
djiboutilanen	4	NOUN_AAKKOSTAMINEN	aok
dominicalanen	1	ADJ_AAKKOSELLINEN	aok
dominicalanen	2	NOUN_AAKKOSTAMINEN	aok
dominicalanen	3	NOUN_AAKKOSTAMINEN	aok
dominicalanen	4	NOUN_AAKKOSTAMINEN	aok
dominikaanilanen	1	ADJ_AAKKOSELLINEN	aok
dominikaanilanen	2	NOUN_AAKKOSTAMINEN	aok
dominikaanilanen	3	NOUN_AAKKOSTAMINEN	aok
dominikaanilanen	4	NOUN_AAKKOSTAMINEN	aok
doorilanen	1	ADJ_AAKKOSELLINEN	aok
dostojevskilänen	1	ADJ_KYLMÄJÄRKINEN	aok
dragsfjärdilänen	1	ADJ_KYLMÄJÄRKINEN	aok
dragsfjärdilänen	2	NOUN_KYLKIÄINEN	aok
dravidalanen	1	NOUN_AAKKOSTAMINEN	aok
dublinilanen	1	NOUN_AAKKOSTAMINEN	aok
dyspnoonen	1	ADJ_AAKKOSELLINEN	aok
ebionilanen	1	NOUN_AAKKOSTAMINEN	aok
eckerölänen	1	ADJ_KYLMÄJÄRKINEN	aok
eckerölänen	2	NOUN_KYLKIÄINEN	aok
ecuadorilanen	1	ADJ_AAKKOSELLINEN	aok
ecuadorilanen	2	NOUN_AAKKOSTAMINEN	aok
ecuadorilanen	3	NOUN_AAKKOSTAMINEN	aok
ecuadorilanen	4	NOUN_AAKKOSTAMINEN	aok
edellimmänen	1	ADJ_KYLMÄJÄRKINEN	aok
edellimänen	1	ADJ_KYLMÄJÄRKINEN	aok
edellisen kaltanen	1	ADJ_AAKKOSELLINEN	aok
edelliskertanen	1	ADJ_AAKKOSELLINEN	aok
edelliskesänen	1	ADJ_KYLMÄJÄRKINEN	aok
edestakanen	1	ADJ_AAKKOSELLINEN	aok
edustenen	1	ADJ_AAKKOSELLINEN	aok
edustuskelponen	1	ADJ_AAKKOSELLINEN	aok
eelimänen	1	ADJ_KYLMÄJÄRKINEN	aok
eellimmänen	1	ADJ_KYLMÄJÄRKINEN	aok
eestilänen	1	ADJ_KYLMÄJÄRKINEN	aok
efesolanen	1	ADJ_AAKKOSELLINEN	aok
efesolanen	2	NOUN_AAKKOSTAMINEN	aok
egyptilänen	1	ADJ_KYLMÄJÄRKINEN	aok
egyptilänen	2	NOUN_KYLKIÄINEN	aok
egyptilänen	3	NOUN_KYLKIÄINEN	aok
egyptilänen	4	NOUN_KYLKIÄINEN	aok
ehdonalanen	1	ADJ_AAKKOSELLINEN	aok
ehdonalanen	2	NOUN_AAKKOSTAMINEN	aok
eheälaitanen	1	ADJ_AAKKOSELLINEN	aok
eheärakentenen	1	ADJ_AAKKOSELLINEN	aok
-ehtonen	1	ADJ_AAKKOSELLINEN	aok
ehtolanen	1	NOUN_AAKKOSTAMINEN	aok
ehytlaitanen	1	ADJ_AAKKOSELLINEN	aok
ei-kaikumanen	1	ADJ_AAKKOSELLINEN	aok
eilisiltanen	1	ADJ_AAKKOSELLINEN	aok
eilispäivänen	1	ADJ_KYLMÄJÄRKINEN	aok
einsteinilanen	1	ADJ_AAKKOSELLINEN	aok
ei-pallomanen	1	ADJ_AAKKOSELLINEN	aok
ei-puumanen	1	ADJ_AAKKOSELLINEN	aok
ei-varpusmanen	1	ADJ_AAKKOSELLINEN	aok
ekaluokkalanen	1	ADJ_AAKKOSELLINEN	aok
ekaluokkalanen	2	NOUN_AAKKOSTAMINEN	aok
elamilanen	1	NOUN_AAKKOSTAMINEN	aok
elealanen	1	NOUN_AAKKOSTAMINEN	aok
elenen	1	ADJ_KYLMÄJÄRKINEN	aok
-elenen	1	ADJ_KYLMÄJÄRKINEN	aok
elementtirakentenen	1	ADJ_AAKKOSELLINEN	aok
elimäkelänen	1	ADJ_KYLMÄJÄRKINEN	aok
elimäkelänen	2	NOUN_KYLKIÄINEN	aok
elinaikanen	1	ADJ_AAKKOSELLINEN	aok
elinikänen	1	ADJ_KYLMÄJÄRKINEN	aok
elinkelponen	1	ADJ_AAKKOSELLINEN	aok
elintasopakolanen	1	NOUN_AAKKOSTAMINEN	aok
elinvoimanen	1	ADJ_AAKKOSELLINEN	aok
elohopeamanen	1	ADJ_AAKKOSELLINEN	aok
eloperänen	1	ADJ_KYLMÄJÄRKINEN	aok
elsalvadorilanen	1	ADJ_AAKKOSELLINEN	aok
elsalvadorilanen	2	NOUN_AAKKOSTAMINEN	aok
elsalvadorilanen	3	NOUN_AAKKOSTAMINEN	aok
elsalvadorilanen	4	NOUN_AAKKOSTAMINEN	aok
elsassilanen	1	ADJ_AAKKOSELLINEN	aok
elsassilanen	2	NOUN_AAKKOSTAMINEN	aok
elysiolanen	1	ADJ_AAKKOSELLINEN	aok
eläinhahmonen	1	ADJ_AAKKOSELLINEN	aok
eläinperänen	1	ADJ_KYLMÄJÄRKINEN	aok
eläkeikänen	1	ADJ_KYLMÄJÄRKINEN	aok
eläkelänen	1	NOUN_KYLKIÄINEN	aok
elämänaikanen	1	ADJ_AAKKOSELLINEN	aok
elämänilonen	1	ADJ_AAKKOSELLINEN	aok
elämänkieltenen	1	ADJ_KYLMÄJÄRKINEN	aok
elämänlähenen	1	ADJ_KYLMÄJÄRKINEN	aok
elämänmyöntenen	1	ADJ_KYLMÄJÄRKINEN	aok
elävänen	1	ADJ_KYLMÄJÄRKINEN	aok
-enemmistönen	1	ADJ_KYLMÄJÄRKINEN	aok
enemmistölänen	1	ADJ_KYLMÄJÄRKINEN	aok
enemmistölänen	2	NOUN_KYLKIÄINEN	aok
energianen	1	ADJ_AAKKOSELLINEN	aok
-energianen	1	ADJ_AAKKOSELLINEN	aok
energiapitonen	1	ADJ_AAKKOSELLINEN	aok
englantilanen	1	ADJ_AAKKOSELLINEN	aok
enimmänen	1	ADJ_KYLMÄJÄRKINEN	aok
enkelimänen	1	ADJ_KYLMÄJÄRKINEN	aok
ennakkoluulonen	1	ADJ_AAKKOSELLINEN	aok
ennenaikanen	1	ADJ_AAKKOSELLINEN	aok
ennätysmänen	1	ADJ_KYLMÄJÄRKINEN	aok
ennätysnanen	1	NOUN_AAKKOSTAMINEN	aok
enolanen	1	ADJ_AAKKOSELLINEN	aok
enolanen	2	NOUN_AAKKOSTAMINEN	aok
enonkoskelanen	1	ADJ_AAKKOSELLINEN	aok
enonkoskelanen	2	NOUN_AAKKOSTAMINEN	aok
enontekiölänen	1	ADJ_KYLMÄJÄRKINEN	aok
enontekiölänen	2	NOUN_KYLKIÄINEN	aok
ensiarvonen	1	ADJ_AAKKOSELLINEN	aok
ensikertanen	1	ADJ_AAKKOSELLINEN	aok
ensikertalanen	1	NOUN_AAKKOSTAMINEN	aok
ensikesänen	1	ADJ_KYLMÄJÄRKINEN	aok
ensiluokkanen	1	ADJ_AAKKOSELLINEN	aok
ensiluokkalanen	1	ADJ_AAKKOSELLINEN	aok
ensiluokkalanen	2	NOUN_AAKKOSTAMINEN	aok
ensimmänen	1	NOUN_KYLKIÄINEN	aok
ensimmänen	2	NUM_ENSIMMÄINEN	aok
ensimänen	1	NUM_ENSIMMÄINEN	aok
ensisijanen	1	ADJ_AAKKOSELLINEN	aok
ensisijanen	2	NOUN_AAKKOSTAMINEN	aok
ensisunnuntanen	1	ADJ_AAKKOSELLINEN	aok
-entenen	1	ADJ_KYLMÄJÄRKINEN	aok
entisaikanen	1	ADJ_AAKKOSELLINEN	aok
entisenlanen	1	ADJ_AAKKOSELLINEN	aok
epikurolanen	1	ADJ_AAKKOSELLINEN	aok
epiteelimänen	1	ADJ_KYLMÄJÄRKINEN	aok
epäamerikkalanen	1	ADJ_AAKKOSELLINEN	aok
epäammattimanen	1	ADJ_AAKKOSELLINEN	aok
epäilevänen	1	ADJ_KYLMÄJÄRKINEN	aok
epäilyksenalanen	1	ADJ_AAKKOSELLINEN	aok
epäitsenänen	1	ADJ_KYLMÄJÄRKINEN	aok
epäjohdonmukanen	1	ADJ_AAKKOSELLINEN	aok
epäkansanvaltanen	1	ADJ_AAKKOSELLINEN	aok
epäkeskenen	1	ADJ_KYLMÄJÄRKINEN	aok
epäkeskonen	1	ADJ_AAKKOSELLINEN	aok
epäkuntonen	1	ADJ_AAKKOSELLINEN	aok
epäkuulianen	1	ADJ_AAKKOSELLINEN	aok
epäluulonen	1	ADJ_AAKKOSELLINEN	aok
epäluulonen	2	ADJ_AAKKOSELLINEN	aok
epämuotonen	1	ADJ_AAKKOSELLINEN	aok
epämääränen	1	ADJ_KYLMÄJÄRKINEN	aok
epäoikeudenmukanen	1	ADJ_AAKKOSELLINEN	aok
epäolennanen	1	ADJ_AAKKOSELLINEN	aok
epäperinenen	1	ADJ_KYLMÄJÄRKINEN	aok
epäperintenen	1	ADJ_KYLMÄJÄRKINEN	aok
epäperänen	1	ADJ_KYLMÄJÄRKINEN	aok
epäsatunnanen	1	ADJ_AAKKOSELLINEN	aok
epäsovinnanen	1	ADJ_AAKKOSELLINEN	aok
epäsuhtanen	1	ADJ_AAKKOSELLINEN	aok
epäsuomalanen	1	ADJ_AAKKOSELLINEN	aok
epäsuomalanen	2	NOUN_AAKKOSTAMINEN	aok
epätarkoituksenmukanen	1	ADJ_AAKKOSELLINEN	aok
epätasanen	1	ADJ_AAKKOSELLINEN	aok
epätasapainonen	1	ADJ_AAKKOSELLINEN	aok
epätietonen	1	ADJ_AAKKOSELLINEN	aok
epätodennäkönen	1	ADJ_KYLMÄJÄRKINEN	aok
epätoivonen	1	ADJ_AAKKOSELLINEN	aok
epäurheilijamanen	1	ADJ_AAKKOSELLINEN	aok
epäuskonen	1	ADJ_AAKKOSELLINEN	aok
epävakanen	1	ADJ_AAKKOSELLINEN	aok
epävaltiomiesmänen	1	ADJ_KYLMÄJÄRKINEN	aok
epävieraanvaranen	1	ADJ_AAKKOSELLINEN	aok
epävirenen	1	ADJ_KYLMÄJÄRKINEN	aok
epäyhdensuuntanen	1	ADJ_AAKKOSELLINEN	aok
epäyhtenänen	1	ADJ_KYLMÄJÄRKINEN	aok
erakkoampianen	1	NOUN_AAKKOSTAMINEN	aok
erakkomanen	1	ADJ_AAKKOSELLINEN	aok
erehtyvänen	1	ADJ_KYLMÄJÄRKINEN	aok
eriaikanen	1	ADJ_AAKKOSELLINEN	aok
eriarvonen	1	ADJ_AAKKOSELLINEN	aok
eriastenen	1	ADJ_AAKKOSELLINEN	aok
erihintanen	1	ADJ_AAKKOSELLINEN	aok
eri-ikänen	1	ADJ_KYLMÄJÄRKINEN	aok
erikonen	1	ADJ_AAKKOSELLINEN	aok
erikoisrakentenen	1	ADJ_AAKKOSELLINEN	aok
erikoisvalmistenen	1	ADJ_AAKKOSELLINEN	aok
erikokonen	1	ADJ_AAKKOSELLINEN	aok
erilanen	1	ADJ_AAKKOSELLINEN	aok
eriluontenen	1	ADJ_AAKKOSELLINEN	aok
erimunanen	1	ADJ_AAKKOSELLINEN	aok
erimuotonen	1	ADJ_AAKKOSELLINEN	aok
erinomanen	1	ADJ_AAKKOSELLINEN	aok
erinänen	1	ADJ_KYLMÄJÄRKINEN	aok
erinäkönen	1	ADJ_KYLMÄJÄRKINEN	aok
eriperintänen	1	ADJ_KYLMÄJÄRKINEN	aok
eripuranen	1	ADJ_AAKKOSELLINEN	aok
eriseuranen	1	ADJ_AAKKOSELLINEN	aok
eriskummanen	1	ADJ_AAKKOSELLINEN	aok
eristehilanen	1	ADJ_AAKKOSELLINEN	aok
eristenen	1	ADJ_KYLMÄJÄRKINEN	aok
erisuuntanen	1	ADJ_AAKKOSELLINEN	aok
eritasonen	1	ADJ_AAKKOSELLINEN	aok
eritrealanen	1	ADJ_AAKKOSELLINEN	aok
eritrealanen	2	NOUN_AAKKOSTAMINEN	aok
eritrealanen	3	NOUN_AAKKOSTAMINEN	aok
eritrealanen	4	NOUN_AAKKOSTAMINEN	aok
eriuskonen	1	ADJ_AAKKOSELLINEN	aok
erojanen	1	NOUN_AAKKOSTAMINEN	aok
erovuoronen	1	ADJ_AAKKOSELLINEN	aok
ersälänen	1	NOUN_KYLKIÄINEN	aok
eräjärvelänen	1	ADJ_KYLMÄJÄRKINEN	aok
eräjärvelänen	2	NOUN_KYLKIÄINEN	aok
erämanen	1	ADJ_AAKKOSELLINEN	aok
eräänlanen	1	ADJ_AAKKOSELLINEN	aok
esihyöntenen	1	NOUN_KYLKIÄINEN	aok
esijännittenen	1	ADJ_KYLMÄJÄRKINEN	aok
esikaupunkilanen	1	NOUN_AAKKOSTAMINEN	aok
esikirjoitustaitonen	1	ADJ_AAKKOSELLINEN	aok
esikonen	1	NOUN_AAKKOSTAMINEN	aok
esikouluikänen	1	ADJ_KYLMÄJÄRKINEN	aok
esikoululanen	1	NOUN_AAKKOSTAMINEN	aok
esilukutaitonen	1	ADJ_AAKKOSELLINEN	aok
esinanen	1	NOUN_AAKKOSTAMINEN	aok
esipuberteetti-ikänen	1	NOUN_KYLKIÄINEN	aok
esiteini-ikänen	1	NOUN_KYLKIÄINEN	aok
eskarilanen	1	NOUN_AAKKOSTAMINEN	aok
espanjalanen	1	ADJ_AAKKOSELLINEN	aok
espanjalanen	2	NOUN_AAKKOSTAMINEN	aok
espanjalanen	3	NOUN_AAKKOSTAMINEN	aok
espanjalanen	4	NOUN_AAKKOSTAMINEN	aok
espoolanen	1	ADJ_AAKKOSELLINEN	aok
espoolanen	2	NOUN_AAKKOSTAMINEN	aok
essealanen	1	ADJ_AAKKOSELLINEN	aok
essealanen	2	NOUN_AAKKOSTAMINEN	aok
-estenen	1	ADJ_KYLMÄJÄRKINEN	aok
estonen	1	ADJ_AAKKOSELLINEN	aok
etanamanen	1	ADJ_AAKKOSELLINEN	aok
eteenpänen	1	ADJ_KYLMÄJÄRKINEN	aok
etenen	1	NOUN_KYLKIÄINEN	aok
eteläafrikkalanen	1	ADJ_AAKKOSELLINEN	aok
eteläafrikkalanen	2	NOUN_AAKKOSTAMINEN	aok
eteläafrikkalanen	3	NOUN_AAKKOSTAMINEN	aok
eteläafrikkalanen	4	NOUN_AAKKOSTAMINEN	aok
eteläamerikkalanen	1	ADJ_AAKKOSELLINEN	aok
eteläamerikkalanen	2	NOUN_AAKKOSTAMINEN	aok
eteläcaroliinalanen	1	NOUN_AAKKOSTAMINEN	aok
etelädakotalanen	1	NOUN_AAKKOSTAMINEN	aok
eteläeurooppalanen	1	ADJ_AAKKOSELLINEN	aok
eteläeurooppalanen	2	NOUN_AAKKOSTAMINEN	aok
etelänen	1	ADJ_KYLMÄJÄRKINEN	aok
eteläkaakkonen	1	ADJ_AAKKOSELLINEN	aok
eteläkorealanen	1	ADJ_AAKKOSELLINEN	aok
eteläkorealanen	2	NOUN_AAKKOSTAMINEN	aok
eteläkorealanen	3	NOUN_AAKKOSTAMINEN	aok
eteläkorealanen	4	NOUN_AAKKOSTAMINEN	aok
etelälounanen	1	ADJ_AAKKOSELLINEN	aok
etelämaalanen	1	ADJ_AAKKOSELLINEN	aok
etelämaalanen	2	NOUN_AAKKOSTAMINEN	aok
etelämanen	1	ADJ_AAKKOSELLINEN	aok
etelänjauhianen	1	NOUN_AAKKOSTAMINEN	aok
etelänpuolenen	1	ADJ_AAKKOSELLINEN	aok
eteläpohjalanen	1	ADJ_AAKKOSELLINEN	aok
eteläpohjalanen	2	NOUN_AAKKOSTAMINEN	aok
eteläslaavilanen	1	ADJ_AAKKOSELLINEN	aok
eteläslaavilanen	2	NOUN_AAKKOSTAMINEN	aok
eteläsudanilanen	1	ADJ_AAKKOSELLINEN	aok
eteläsudanilanen	2	NOUN_AAKKOSTAMINEN	aok
eteläsudanilanen	3	NOUN_AAKKOSTAMINEN	aok
eteläsudanilanen	4	NOUN_AAKKOSTAMINEN	aok
eteläsuomalanen	1	ADJ_AAKKOSELLINEN	aok
eteläsuomalanen	2	NOUN_AAKKOSTAMINEN	aok
etelävaltalanen	1	NOUN_AAKKOSTAMINEN	aok
etelävaltiolanen	1	NOUN_AAKKOSTAMINEN	aok
